smiles,value
COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O,-3.638
CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,-4.099
COc1ccc(Cl)cc1,-2.78
CCCOCCC,-1.62
Cc3nnc4CN=C(c1ccccc1Cl)c2cc(Cl)ccc2n34,-4.09
O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,-2.356
CCC(C)C(=O)C,-0.67
CCCCCCCC=C,-5.05
O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2,-3.93
Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,-1.456
Cc1cccc2ccccc12,-3.7
CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC,-3.84
COc2cnc1cncnc1n2,-0.91
Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O,-1.95
Clc1ccc2ccccc2c1,-4.14
CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,-4.8
ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,-6.8
ClC(Cl)C(Cl)Cl,-1.74
NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,-3.59
Oc1cccc(c1)N(=O)=O,-1.01
O(c1ccccc1)c2ccccc2,-3.96
CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,-3.46
C=C,-0.4
COc1ccccc1Cl,-2.46
Cc1cc(no1)C(=O)NNCc2ccccc2,-2.461
c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,-2.7
CCCCCCCCCCCCCCCCO,-7.0
CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C,-3.658
CCc1ccccc1CC,-3.28
O=C1NC(=O)NC(=O)C1(CC=C)c1ccccc1,-2.369
c1ccccc1NC(=O)c2c(O)cccc2,-3.59
CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,-3.69
Clc1cccc(Cl)c1c2c(Cl)cccc2Cl,-7.39
c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,-8.0
O=C1NC(=O)NC(=O)C1(C)C,-1.742
c1ccc2ccccc2c1,-3.6
CC(C)C(C)C(C)C,-4.8
CCCCCCCI,-4.81
CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.003
CCCCCCCCCC(C)O,-2.94
CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,-2.09
O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,-2.89
c1ccc2cc3ccccc3cc2c1,-6.35
C,-0.9
CCCCCCCC(=O)OCC,-3.39
O=C1NC(=O)C(=O)N1,-0.4
Brc1cc(Br)cc(Br)c1,-5.6
c1cc2ccc3cccc4ccc(c1)c2c34,-6.176
COc1ccc(C=O)cc1,-1.49
COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,-0.742
ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl,-5.64
CCN(=O)=O,-0.22
Cc1ccccc1n3c(C)nc2ccccc2c3=O,-2.925
CCCC(C)O,-0.29
c1ccc2c(c1)c3cccc4cccc2c34,-6.0
OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,-3.37
Nc1nccs1,-0.36
CCSC(=O)N(CC(C)C)CC(C)C,-3.68
CCCOC(C)C,-1.34
Oc1ccccc1N(=O)=O,-1.74
CCCCCCCCC(=O)OC,-3.38
Nc2cccc3nc1ccccc1cc23,-4.22
Clc1ccc(c(Cl)c1)c2c(Cl)ccc(Cl)c2Cl,-7.43
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-8.804
CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.536
O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,-3.7960000000000003
CCN2c1ccccc1N(C)C(=S)c3cccnc23,-4.706
C1CCCCC1,-3.1
NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl,-2.68
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,-2.17
Cc2ncc1nccnc1n2,-0.12
CC1=CCCCC1,-3.27
NC(=O)c1ccccc1,-0.96
O=N(=O)OCC(CON(=O)=O)ON(=O)=O,-2.22
Clc1ccccc1c2ccccc2,-4.54
Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,-3.22
Cc1ccc(C)c(C)c1,-3.31
CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,-3.35
CCC(Br)(CC)C(=O)NC(N)=O,-2.68
COc1ccc(cc1)N(=O)=O,-2.41
Cc1cc(=O)n(c2ccccc2)n1C,0.715
OC1CCCCCC1,-0.88
Sc1ccccc1,-2.12
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-11.6
CCCCC(=O)OCC,-2.25
CC(=C)C(=C)C,-2.4
CCCCOCCCC,-1.85
CC2=CC(=O)c1ccccc1C2=O,-3.03
c1ccc2ncccc2c1,-1.3
Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-9.16
OCC(O)C(O)CO,0.7
CC(C)CC(C)(C)O,-0.92
CCOC(=O)c1ccc(N)cc1,-2.616
CC(C)CCC(C)(C)C,-5.05
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,-2.523
Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,-3.8
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.68
CCN2c1ccccc1N(C)C(=O)c3cccnc23,-3.324
CCCCOC(=O)c1ccc(N)cc1,-3.082
CCCCOC,-0.99
CCOC(=O)c1cncn1C(C)c2ccccc2,-4.735
O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-5.071000000000001
CCSCc1ccccc1OC(=O)NC,-2.09
CCCCl,-1.47
CCC,-1.94
CCCCCCC(=O)OCC,-2.74
CSC,-0.45
CC(C)c1ccccc1,-3.27
Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl,-7.21
CCCCC(O)CC,-1.47
CCCCCCCCCCCCCCCCCCCC,-8.172
CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,-5.8389999999999995
CN(C)C(=O)NC1CC2CC1C3CCCC23,-3.1710000000000003
Clc1ccc(Cl)c(Cl)c1,-3.59
CCCCCC(=O)OC,-1.87
COP(=S)(OC)Oc1ccc(SC)c(C)c1,-4.57
CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl,-2.154
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-6.09
C1c2ccccc2c3cc4ccccc4cc13,-8.04
c1c(NC(=O)c2ccccc2(I))cccc1,-4.21
CNC(=O)Oc1ccccc1OC(C)C,-2.05
CCOc1ccc(NC(N)=O)cc1,-2.17
C1CCOCC1,-0.03
CCC(=O)OC,-0.14
CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C,-3.64
O=N(=O)c1ccc(cc1)N(=O)=O,-3.39
O=C1NC(=O)NC(=O)C1(C)CC=C,-1.16
Nc3cc2c1ccccc1ccc2c4ccccc34,-6.2
CCCCCCC=C,-4.44
Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.68
Brc1ccccc1Br,-3.5
Cc1ccc2ccccc2c1,-3.77
CCC(C)CCO,-0.71
c1ccccc1n2ncc(N)c(Br)c2(=O),-3.127
C1CCc2ccccc2C1,-4.37
Nc1cccc(c1)N(=O)=O,-2.19
Oc1ccc(Cl)cc1Cl,-1.55
CCCC(=O)CCC,-1.3
CC=C(C)C,-2.56
CC/C=C/C,-2.54
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.42
C1Cc2cccc3cccc1c23,-4.63
CCOC(=O)C,-0.04
c1ccccc1,-1.64
CCC(CC)CO,-1.17
CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C,-3.09
Oc1ccccn1,1.02
Cc1ccc(O)cc1,-0.73
CCCCCC(C)(C)O,-1.72
CCCOC(=O)CC,-0.82
Cc1ccnc(C)c1,0.38
CC(C)(C)CO,-0.4
CCOc1ccc(NC(=O)C)cc1,-2.35
CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-4.63
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.77
c1(O)cc(O)ccc1CCCCCC,-2.59
CC(=O)Nc1nnc(s1)S(N)(=O)=O,-2.36
CCCCCC(=O)OCC,-2.35
c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,-7.8
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-6.62
COc1ccccc1OCC(O)COC(N)=O,-0.985
CCCCCCBr,-3.81
Cc1ccccc1Br,-2.23
CC(C)c1ccc(C)cc1O,-2.22
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl,-2.73
C1SC(=S)NC1(=O),-1.77
CN(C)c2c(C)n(C)n(c1ccccc1)c2=O,-0.364
c2ccc1scnc1c2,-1.5
CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,-4.57
CC(C)COC(=O)C,-1.21
Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,-5.915
Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl,-8.56
Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,-2.484
Clc1ccc(Cl)c(Cl)c1Cl,-4.57
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.402000000000001
CSc1nc(NC(C)C)nc(NC(C)C)n1,-4.1
CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.86
CCCCCCCCl,-4.0
Cc1ccccc1N(=O)=O,-2.33
CCCCc1c(C)nc(nc1O)N(C)C,-2.24
ClCCCl,-1.06
C1c2ccccc2c3ccccc13,-5.0
CC1CCCO1,0.11
CCCCCCCCCCCCCCO,-5.84
c2ccc1[nH]ccc1c2,-1.52
NC(=O)c1cccnc1,0.61
CCOC(=O)N,0.85
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54
CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C,-3.5380000000000003
Nc1cc[nH]c(=O)n1,-1.155
O=C(c1ccccc1)c2ccccc2,-3.12
CCCCCCC,-4.53
CC(=O)N,1.58
BrCCBr,-1.68
CC(Cl)CCl,-1.6
Clc1cccc(Br)c1,-3.21
c1c(Cl)cccc1c2ccccc2,-4.88
COc1ccc(cc1)C(O)(C2CC2)c3cncnc3,-2.596
CCC(C)CO,-0.47
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-3.24
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,-0.244
CCCC(C)C,-3.74
CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,-4.402
Cc1cccc(C)c1O,-1.29
O=c1[nH]cnc2[nH]ncc12,-2.266
ClC(=C)Cl,-1.64
c2ccc1NCCc1c2,-1.04
CC1=CCC(CC1)C(C)=C,-4.26
O=C2NC(=O)C1(CCCCC1)C(=O)N2,-3.06
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-3.15
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-5.666
O=c1cc[nH]c(=O)[nH]1,-1.4880000000000002
Cc1c(C)c2c3ccccc3ccc2c4ccccc14,-7.01
COc1cc(CC=C)ccc1O,-1.56
CCCC(O)CCC,-1.4
CCCCCCCC(C)O,-2.74
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-3.8960000000000004
Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F,-7.28
CC(=O)OCC(COC(=O)C)OC(=O)C,-0.6
CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,-3.29
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3,-6.876
c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1,-5.64
OCC(O)CO,1.12
C1CCC=CCC1,-3.18
CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,-4.89
CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C,-5.66
C1Cc2c3c1cccc3cc4c2ccc5ccccc54,-7.85
C1C=CCC=C1,-2.06
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,-1.95
Brc1ccc2ccccc2c1,-4.4
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-4.2
Cc1c(cccc1N(=O)=O)N(=O)=O,-3.0
O=C1NC(=O)NC(=O)C1(CC)C(C)C,-2.148
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,-1.7080000000000002
COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,-3.88
Nc1nc(=O)[nH]cc1F,-0.972
CCOC(=O)c1ccccc1C(=O)OCC,-2.35
CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,0.523
CCSC(=O)N(CC)C1CCCCC1,-3.4
CC(C)O,0.43
ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl,-5.2589999999999995
Clc1ccc(cc1)c2c(Cl)cccc2Cl,-6.14
CCOP(=S)(OCC)SCCSCC,-4.23
CCC#CCC,-1.99
C1=Cc2cccc3cccc1c23,-3.96
O=C1NC(=O)NC(=O)C1(CC)C(C)CC,-2.39
CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,-5.41
O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,-2.322
CCCCCCCCCCCCCC,-7.96
CC2(C)C1CCC(C)(C1)C2=O,-1.85
COC(C)(C)C,-0.24
ClC=C(Cl)Cl,-1.96
CNC(=O)Oc1cccc(N=CN(C)C)c1,-2.34
c1ccc2c(c1)ccc3c2ccc4c5ccccc5ccc43,-7.87
Oc1c(Br)cc(C#N)cc1Br,-3.33
NC(=O)c1cnccn1,-0.667
O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,-2.766
Cc1ccc(cc1)S(=O)(=O)N,-1.74
CCCCCCC(=O)C,-2.05
Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,-7.25
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-4.64
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,-2.593
CC(=C)C,-2.33
C1c2ccccc2c3ccc4ccccc4c13,-6.68
CCCCCCC(C)O,-2.09
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.88
Cc1cc(C)cc(C)c1,-3.4
Cc1c2ccccc2c(C)c3ccccc13,-6.57
Cc1cccc(C)c1,-2.82
CCCCCCCBr,-4.43
CCC(O)(CC)CC,-0.85
c1ccc(cc1)c2ccc(cc2)c3ccccc3,-7.11
O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,-2.253
CCOC(=O)c1ccccc1,-2.32
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl,-6.51
NNc1ccccc1,0.07
CCCCC=C,-3.23
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.592
COc1ccccc1N(=O)=O,-1.96
Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O,-3.083
CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,-4.046
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.468
CCCCCCCCO,-2.39
O=C1CCC(=O)N1,0.3
CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-1.9809999999999999
Oc1c(Cl)ccc(Cl)c1Cl,-2.64
CCCCOCCO,-0.42
CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2,-1.13
CC(=O)C(C)(C)C,-0.72
CCCCOC(=O)c1ccccc1C(=O)OCCCC,-4.4
CC1CCCCC1NC(=O)Nc2ccccc2,-4.11
CCCCCCCl,-3.12
CCCC(=O)C,-0.19
Fc1cccc(Br)c1,-2.67
O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2,-2.84
c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,-8.699
ClC(Cl)Cl,-1.17
CCCCCCCCCCCCCCCCCCO,-8.4
OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,-2.1109999999999998
Oc2ncc1nccnc1n2,-1.9469999999999998
OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,-4.571000000000001
CCNc1nc(Cl)nc(n1)N(CC)CC,-4.06
CC(C)C(C)O,-0.18
Oc1ccc(C=O)cc1,-0.96
Clc1cc(Cl)c(Cl)c(Cl)c1,-4.63
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C,-4.37
CCc1ccccn1,0.51
Clc1cccc(n1)C(Cl)(Cl)Cl,-3.76
OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,-4.38
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,-5.736000000000001
Cc1ccc(O)cc1C,-1.38
BrCBr,-1.17
Cc1cccc(O)c1,-0.68
ClCCBr,-1.32
Cc1cc(C)c(C)cc1C,-4.59
ClC=C,-1.75
Cc1ccc(cc1)N(=O)=O,-2.49
c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O,-4.314
Cc1ncc(N(=O)=O)n1CCO,-1.26
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,-4.805
CCNc1nc(NC(C)C)nc(OC)n1,-2.084
OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O,-5.931
Cc1ccccc1N,-2.21
Clc1cc(Cl)c(Cl)cc1Cl,-5.56
CCC1(CC)C(=O)NC(=O)N(C)C1=O,-2.23
Cc1ccc2c(ccc3ccccc32)c1,-5.84
CCOC(=O)C=Cc1ccccc1,-3.0
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,-4.15
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.86
CC(C)(C)Cc1ccccc1,-4.15
CCCCCCCCCC(=O)OCC,-4.1
N(Nc1ccccc1)c2ccccc2,-2.92
CCO,1.1
COc1ncnc2nccnc12,-1.11
OCCCC=C,-0.15
C1C(O)CCC2(C)CC3CCC4(C)C5(C)CC6OCC(C)CC6OC5CC4C3C=C21,-7.32
CCC#C,-1.24
c1cncnc1,1.1
CCOP(=S)(OCC)SCSCC,-4.11
Nc1ncnc2nc[nH]c12,-2.12
Nc1nc[nH]n1,0.522
c1c(OC)c(OC)C2C(=O)OCC2c1,-1.899
Cc1cc2c3ccccc3ccc2c4ccccc14,-6.57
CCCC=O,-0.01
O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.678
CCCOC(=O)CCC,-1.75
ClCC,-1.06
CC(=O)Nc1ccc(cc1)N(=O)=O,-2.6919999999999997
Cc1c(C)c(C)c(C)c(C)c1C,-5.23
o1c2ccccc2c3ccccc13,-4.6
CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,-4.12
ClCC#N,-0.092
CCCCCCCCC=C,-5.51
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-3.924
CCC#N,0.28
CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,-1.8769999999999998
CC(C)CC(C)C,-4.26
CC(C)(C)c1ccccc1,-3.66
Oc1cccc2ncccc12,-2.54
CCCCCCCCCCCCCCCO,-6.35
CCCCC(=O)C,-0.8
Oc1cccc(Cl)c1Cl,-1.3
Nc1ccccc1O,-0.72
O=C1NC(=O)NC(=O)C1(CC)CC=C,-1.614
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2,-7.337000000000001
CC=CC=O,0.32
CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,-4.376
COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C,-4.76
CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O,-4.955
CCOC=C,-0.85
CC(C)CC(C)O,-0.8
Oc1c(Cl)cc(Cl)cc1Cl,-2.34
Nc3ccc2cc1ccccc1cc2c3,-5.17
c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC),-2.943
C1CCCC1,-2.64
Cc1cccc(N)c1,-0.85
Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl,-6.57
CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,-4.2860000000000005
Cc1cccc2c1ccc3ccccc32,-5.85
CCN(CC)C(=S)SCC(Cl)=C,-3.39
Clc1ccc(Cl)cc1,-3.27
Oc1cc(Cl)cc(Cl)c1,-1.34
c1ccccc1O,0.0
CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3,-4.16
CCC(C)Cl,-1.96
CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO,-3.43
CCNc1nc(Cl)nc(NCC)n1,-4.55
CCC(O)CC,-0.24
CCCCCC(O)CC,-1.98
Brc1ccc(Br)cc1,-4.07
CCCCC(=O)CCCC,-2.58
Cc1cncc(C)c1,0.38
OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7,-3.931
ClC(Cl)(Cl)Cl,-2.31
Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl,-8.01
CCCCCCCCC(=O)OCC,-3.8
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-8.94
OCC3OC(OCC2OC(OC(C#N)c1ccccc1)C(O)C(O)C2O)C(O)C(O)C3O,-0.77
CCCCSP(=O)(SCCCC)SCCCC,-5.14
CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,-3.42
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-6.34
CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,-4.8
CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,-3.7960000000000003
C1CCC=CC1,-2.59
CCOCC,-0.09
CCCCC#C,-2.36
CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.95
Cc1c[nH]c2ccccc12,-2.42
CCCCCCCCC(=O)C,-3.3
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,-3.37
Clc1ccc(cc1)c2cc(Cl)ccc2Cl,-6.25
CC(C)c1ccccc1C,-3.76
CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23,-4.871
Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,-3.094
CCCCCC#C,-3.01
CCOc2ccc1nc(sc1c2)S(N)(=O)=O,-3.81
Oc2ccc1CCCCc1c2,-1.99
CN(C)c1ccccc1,-1.92
Clc1ccccc1Br,-3.19
O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.907
CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O,-4.9
Cc2cnc1cncnc1n2,-0.8540000000000001
Fc1ccc(F)cc1,-1.97
COC(=O)c1cccnc1,-0.46
CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O),-3.48
